code,share_name,industry,sub_industry,rsi_comparison_market,rsi_comparison_sector,commodity,Current Price,Current Value,Next Week Prediction,Next Month Prediction,Z-Score,Overbought_Oversold,Overbought_Oversold_Value,SECTOR RSI 1M,SECTOR RSI 3M,SECTOR RSI 6M,MARKET RSI 1M,MARKET RSI 3M,MARKET RSI 6M
AVI.JO,AVI Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,9686.0,9686.0,-1.0,-1.0,-0.21,0.0,1.0,0.95,0.97,0.97,0.99,1.07,1.18
AYO.JO,Ayo Tech Solutions Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,54.0,54.0,-1.0,-1.0,-0.58,-0.17,0.83,0.99,1.21,0.67,1.03,1.33,0.87
BAT.JO,Brait plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,85.0,85.0,-1.0,-1.0,-0.54,-0.07,0.93,0.81,0.68,0.42,0.83,0.75,0.61
BAW.JO,Barloworld Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,9124.0,9124.0,-1.0,-1.0,-0.86,0.03,1.03,1.02,0.96,1.21,1.06,1.06,1.41
BCF.JO,Bowler Metcalf Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,1840.0,1840.0,-1.0,-1.0,0.85,0.17,1.17,1.6,1.52,1.57,1.65,1.68,1.78
BHG.JO,BHP Group Limited,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,47390.0,47390.0,-1.0,-1.0,-2.38,-0.03,0.97,0.98,0.94,0.76,0.9,0.83,0.96
BID.JO,BID Corporation Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,43235.0,43235.0,-1.0,-1.0,-0.39,0.01,1.01,0.99,0.91,0.88,1.02,1.0,1.08
BIK.JO,Brikor Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,14.0,14.0,-1.0,-1.0,-0.64,0.03,1.03,0.96,0.96,0.76,0.99,1.06,0.96
BLU.JO,Blue Label Telecoms Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,424.0,424.0,-1.0,-1.0,-1.31,0.02,1.02,0.95,0.88,1.09,0.98,0.97,1.29
BTI.JO,British American Tob plc,Consumer Staples,Tobacco,%5EJ300.JO,STXACW.JO,False,65533.0,65533.0,-1.0,-1.0,0.95,0.06,1.06,1.15,1.16,,1.09,1.15,1.25
BVT.JO,Bidvest Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,26514.0,26514.0,-1.0,-1.0,-0.4,-0.03,0.97,0.95,0.94,1.03,0.98,1.04,1.23
BYI.JO,Bytes Technology Grp plc,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,11136.0,11136.0,-1.0,-1.0,-0.1,-0.04,0.96,0.93,0.8,0.68,0.96,0.89,0.87
CAT.JO,Caxton CTP Publish Print,Consumer Discrescretionary,Media,%5EJ300.JO,STXFIN.JO,False,1037.0,1037.0,-1.0,-1.0,0.77,0.01,1.01,0.97,0.89,0.87,1.0,0.99,1.07
CFR.JO,Compagnie Fin Richemont,Consumer Discrescretionary,Personal Goods,%5EJ300.JO,STXACW.JO,False,273278.0,273278.0,-1.0,-1.0,0.56,-0.02,0.98,1.01,0.94,,0.95,0.93,1.02
CKS.JO,Crookes Brothers Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,3151.0,3151.0,-1.0,-1.0,-0.97,0.06,1.06,0.92,0.94,0.98,0.95,1.03,1.18
CLH.JO,City Lodge Hotels Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,416.0,416.0,-1.0,-1.0,-1.18,-0.01,0.99,0.95,0.92,0.78,0.98,1.02,0.98
CLI.JO,Clientele Ltd,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,1050.0,1050.0,-1.0,-1.0,-0.78,0.01,1.01,0.95,0.89,0.8,0.98,0.98,0.99
CLS.JO,Clicks Group Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,35455.0,35455.0,-1.0,-1.0,0.82,0.02,1.02,1.01,1.06,1.05,1.04,1.17,1.25
CMH.JO,Combined Motor Hldgs Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,3000.0,3000.0,-1.0,-1.0,2.88,-0.01,0.99,1.03,1.08,1.11,1.06,1.19,1.31
CML.JO,Coronation Fund Mngrs Ld,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3683.0,3683.0,-1.0,-1.0,-0.26,-0.0,1.0,0.94,1.06,1.1,0.97,1.17,1.3
COH.JO,Curro Holdings Limited,Consumer Discrescretionary,Consumer Services,%5EJ300.JO,STXFIN.JO,False,1182.0,1182.0,-1.0,-1.0,-0.66,0.01,1.01,0.97,0.99,0.94,1.0,1.09,1.14
CPI.JO,Capitec Bank Hldgs Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,278704.0,278704.0,-1.0,-1.0,0.17,0.02,1.02,1.01,1.11,1.23,1.04,1.22,1.43
CSB.JO,Cashbuild Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,14939.0,14939.0,-1.0,-1.0,-0.76,-0.01,0.99,0.86,0.9,0.9,0.89,0.99,1.1
DCP.JO,Dis-Chem Pharmacies Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,3564.0,3564.0,-1.0,-1.0,0.02,0.03,1.03,1.03,0.96,1.08,1.06,1.06,1.28
DNB.JO,Deneb Investments Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,230.0,230.0,-1.0,-1.0,-0.64,0.02,1.02,1.0,0.93,0.93,1.03,1.03,1.13
DRA.JO,DRA Global Ltd,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,2200.0,2200.0,-1.0,-1.0,-1.08,0.03,1.03,0.98,0.79,0.92,1.01,0.87,1.12
DSY.JO,Discovery Ltd,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,14171.0,14171.0,-1.0,-1.0,1.26,0.01,1.01,1.03,1.11,0.95,1.06,1.23,1.15
DTC.JO,Datatec Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,3473.0,3473.0,-1.0,-1.0,-0.95,-0.02,0.98,0.95,0.85,0.79,0.98,0.94,0.98
EMH.JO,E Media Holdings Ltd,Consumer Discrescretionary,Media,%5EJ300.JO,STXFIN.JO,False,345.0,345.0,-1.0,-1.0,1.96,0.0,1.0,1.06,0.97,1.02,1.1,1.07,1.22
ENX.JO,enX Group LImited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,543.0,543.0,-1.0,-1.0,0.09,0.05,1.05,1.04,0.98,1.03,1.07,1.08,1.23
EOH.JO,EOH Holdings Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,171.0,171.0,-1.0,-1.0,2.67,-0.0,1.0,1.05,1.09,1.36,1.08,1.21,1.57
EPE.JO,EPE Capital Partners Ltd,Financials,Closed end Investments,%5EJ300.JO,STXFIN.JO,False,410.0,410.0,-1.0,-1.0,0.58,0.0,1.0,0.97,0.96,0.75,1.0,1.06,0.94
EXX.JO,Exxaro Resources Ltd,Energy,Oil Gas and Coal,%5EJ300.JO,STXFIN.JO,False,18183.0,18183.0,-1.0,-1.0,-1.53,0.01,1.01,0.89,0.87,0.91,0.92,0.96,1.11
FBR.JO,Famous Brands Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,5666.0,5666.0,-1.0,-1.0,1.69,0.03,1.03,1.05,0.99,0.91,1.08,1.09,1.11
FSR.JO,Firstrand Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,8036.0,8036.0,-1.0,-1.0,0.69,0.02,1.02,1.01,1.06,1.14,1.05,1.17,1.34
FTH.JO,Frontier Transport Hldg Ld,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,721.0,721.0,-1.0,-1.0,-1.93,0.03,1.03,0.88,1.02,1.03,0.91,1.12,1.23
GFI.JO,Gold Fields Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,28423.0,28423.0,-1.0,-1.0,-0.96,0.02,1.02,0.99,1.04,0.95,0.91,0.92,1.16
GLN.JO,Glencore plc,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,9378.0,9378.0,-1.0,-1.0,-0.68,-0.06,0.94,0.92,0.9,0.87,0.85,0.79,1.07
GND.JO,Grindrod Ltd,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,1543.0,1543.0,-1.0,-1.0,-0.39,0.0,1.0,0.94,0.98,1.14,0.97,1.08,1.35
GPL.JO,Grand Parade Inv Ltd,Consumer Discrescretionary,Travel and Leisure,%5EJ300.JO,STXFIN.JO,False,370.0,370.0,-1.0,-1.0,0.55,0.04,1.04,1.05,0.99,1.14,1.09,1.09,1.34
GSH.JO,Grindrod Shipping Hldg Ltd,Industrials,Industrial Transportation,%5EJ300.JO,STXFIN.JO,False,25950.0,25950.0,-1.0,-1.0,1.05,0.02,1.02,0.99,0.96,1.26,1.03,1.06,1.47
HCI.JO,Hosken Cons Inv Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,18134.0,18134.0,-1.0,-1.0,-0.38,0.01,1.01,0.95,0.91,0.89,0.98,1.01,1.09
HDC.JO,Hudaco Industries Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,18099.0,18099.0,-1.0,-1.0,0.12,0.01,1.01,1.02,0.98,1.01,1.06,1.09,1.22
HIL.JO,Homechoice Int plc,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,2725.0,2725.0,-1.0,-1.0,0.59,0.6,1.6,104.36,0.97,1.12,107.74,1.08,1.33
HUG.JO,Huge Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,205.0,205.0,-1.0,-1.0,-0.75,-0.01,0.99,0.98,76.37,0.9,1.01,84.3,1.09
IMP.JO,Impala Platinum Hlgs Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,8025.0,8025.0,-1.0,-1.0,-1.3,-0.04,0.96,0.96,0.81,1.08,0.88,0.72,1.29
INL.JO,Investec Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,13485.0,13485.0,-1.0,-1.0,-0.54,0.01,1.01,0.95,0.96,0.98,0.98,1.06,1.18
INP.JO,Investec plc,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,13493.0,13493.0,-1.0,-1.0,-0.55,0.0,1.0,0.93,0.95,0.97,0.96,1.05,1.17
ISA.JO,ISA Holdings Limited,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,189.0,189.0,-1.0,-1.0,0.83,-0.0,1.0,0.91,1.02,1.21,0.94,1.12,1.41
ITE.JO,Italtile Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,1149.0,1149.0,-1.0,-1.0,-0.33,0.0,1.0,0.98,1.13,0.95,1.01,1.25,1.15
IVT.JO,Invicta Holdings Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,3150.0,3150.0,-1.0,-1.0,0.76,0.06,1.06,1.04,1.11,1.05,1.07,1.23,1.26
JSE.JO,JSE Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,10491.0,10491.0,-1.0,-1.0,-1.16,0.0,1.0,0.98,1.02,1.18,1.01,1.12,1.39
KAL.JO,KAL Group Limited,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,4800.0,4800.0,-1.0,-1.0,1.08,-0.01,0.99,0.94,0.9,0.98,0.97,1.0,1.18
KAP.JO,KAP Limited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,287.0,287.0,-1.0,-1.0,-1.13,-0.0,1.0,0.96,0.98,1.11,0.99,1.08,1.32
KIO.JO,Kumba Iron Ore Ltd,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,36351.0,36351.0,-1.0,-1.0,-2.79,-0.07,0.93,0.97,0.81,0.63,0.89,0.72,0.84
KRO.JO,Karooooo Ltd,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,64506.0,64506.0,-1.0,-1.0,-0.33,0.04,1.04,1.05,1.09,1.09,1.08,1.2,1.3
KST.JO,PSG Fin Services Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1630.0,1630.0,-1.0,-1.0,-0.42,-0.03,0.97,0.91,0.96,0.98,0.94,1.05,1.18
LBR.JO,Libstar Holdings Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,409.0,409.0,-1.0,-1.0,0.83,0.02,1.02,1.0,0.95,1.07,1.03,1.05,1.27
LEW.JO,Lewis Group Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,6000.0,6000.0,-1.0,-1.0,1.56,0.04,1.04,1.07,1.18,1.25,1.11,1.3,1.46
LHC.JO,Life Healthc Grp Hldgs Ltd,Healthcare,Healthcare Providers,%5EJ300.JO,STXFIN.JO,False,1305.0,1305.0,-1.0,-1.0,0.12,0.01,1.01,0.99,1.12,1.01,1.03,1.24,1.22
LNF.JO,London Fin Inv Group plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,1480.0,1480.0,-1.0,-1.0,1.17,-0.01,0.99,1.18,110.27,1.12,1.22,121.71,1.32
MCG.JO,MultiChoice Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,10626.0,10626.0,-1.0,-1.0,-2.24,0.01,1.01,0.97,0.83,0.93,1.0,0.92,1.13
MDI.JO,Master Drilling Grp Ltd,Basic Materials,Industrial Metals and Mining,%5EJ300.JO,STXRES.JO,False,1149.0,1149.0,-1.0,-1.0,-1.6,-0.0,1.0,1.02,1.09,0.8,0.94,0.97,1.0
MFL.JO,Metrofile Holdings Ltd,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,232.0,232.0,-1.0,-1.0,-0.4,-0.05,0.95,0.93,0.84,0.77,0.96,0.93,0.96
MNP.JO,Mondi plc,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,33322.0,33322.0,-1.0,-1.0,-0.85,-0.02,0.98,0.86,0.81,0.91,0.89,0.89,1.11
MPT.JO,Mpact Limited,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,2931.0,2931.0,-1.0,-1.0,-0.05,0.03,1.03,0.99,0.98,0.94,1.02,1.08,1.14
MRP.JO,Mr Price Group Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,21610.0,21610.0,-1.0,-1.0,0.31,0.03,1.03,1.02,1.1,1.17,1.05,1.21,1.38
MST.JO,Mustek Ltd,Technology,Technology Hardware and Hardware Equipment,%5EJ300.JO,STXFIN.JO,False,1338.0,1338.0,-1.0,-1.0,0.94,0.16,1.16,1.36,1.41,0.92,1.4,1.56,1.12
MTA.JO,Metair Investments Ltd,Consumer Discrescretionary,Automobile and Parts,%5EJ300.JO,STXFIN.JO,False,1302.0,1302.0,-1.0,-1.0,-0.7,0.06,1.06,0.86,1.04,0.88,0.88,1.15,1.08
MTH.JO,Motus Holdings Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,10443.0,10443.0,-1.0,-1.0,1.57,0.03,1.03,1.0,1.04,0.98,1.03,1.15,1.18
MTM.JO,Momentum Group Limited,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,2628.0,2628.0,-1.0,-1.0,0.12,0.07,1.07,1.12,1.06,1.22,1.16,1.17,1.42
MTN.JO,MTN Group Ltd,Telecommunications,Telecommunication Service Providers,%5EJ300.JO,STXFIN.JO,False,8413.0,8413.0,-1.0,-1.0,1.28,-0.02,0.98,1.08,0.89,0.9,1.11,0.99,1.1
MUR.JO,Murray & Roberts Hldgs,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,295.0,295.0,-1.0,-1.0,-0.41,0.14,1.14,1.09,1.65,2.38,1.13,1.82,2.62
N91.JO,Ninety One plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3801.0,3801.0,-1.0,-1.0,-0.8,0.0,1.0,0.92,0.88,0.85,0.95,0.97,1.05
NED.JO,Nedbank Group Ltd,Financials,Banks,%5EJ300.JO,STXFIN.JO,False,28432.0,28432.0,-1.0,-1.0,1.38,0.04,1.04,1.07,1.07,1.15,1.1,1.18,1.35
NPH.JO,Northam Platinum Hldgs Ltd,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,12388.0,12388.0,-1.0,-1.0,-1.35,0.02,1.02,1.05,0.93,1.01,0.96,0.82,1.22
NPK.JO,Nampak Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,37450.0,37450.0,-1.0,-1.0,0.03,0.11,1.11,1.01,1.79,1.84,1.04,1.97,2.06
NPN.JO,Naspers Ltd -N-,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,376257.0,376257.0,-1.0,-1.0,1.85,-0.0,1.0,0.99,0.82,0.98,1.02,0.91,1.18
NTC.JO,Netcare Limited,Healthcare,Healthcare Providers,%5EJ300.JO,STXFIN.JO,False,1266.0,1266.0,-1.0,-1.0,-0.52,0.02,1.02,1.06,1.01,0.84,1.09,1.12,1.04
NVS.JO,Novus Holdings Limited,Industrials,Industrial Support Services,%5EJ300.JO,STXFIN.JO,False,620.0,620.0,-1.0,-1.0,-0.69,0.06,1.06,1.02,1.42,1.37,1.05,1.56,1.58
NWL.JO,Nu-World Hldgs Ltd,Consumer Discrescretionary,Leisure Goods,%5EJ300.JO,STXFIN.JO,False,2756.0,2756.0,-1.0,-1.0,-0.46,-0.01,0.99,0.91,0.85,0.83,0.94,0.94,1.03
NY1.JO,Ninety One Limited,Financials,Open end and miscellaneous Investment Vehicles,%5EJ300.JO,STXFIN.JO,False,3752.0,3752.0,-1.0,-1.0,-0.81,0.0,1.0,0.93,0.89,0.85,0.96,0.98,1.05
OCE.JO,Oceana Group Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,7101.0,7101.0,-1.0,-1.0,1.41,-0.01,0.99,1.04,0.88,0.88,1.07,0.97,1.08
OMN.JO,Omnia Holdings Ltd,Basic Materials,Chemicals,%5EJ300.JO,STXFIN.JO,False,5996.0,5996.0,-1.0,-1.0,-3.64,-0.02,0.98,0.91,1.01,0.89,0.94,1.12,1.09
OMU.JO,Old Mutual Limited,Financials,Life Insurance,%5EJ300.JO,STXFIN.JO,False,1191.0,1191.0,-1.0,-1.0,-0.04,-0.02,0.98,0.96,0.97,0.94,0.99,1.07,1.14
OUT.JO,OUTsurance Group Limited,Financials,Non-Life Insurance,%5EJ300.JO,STXFIN.JO,False,4670.0,4670.0,-1.0,-1.0,-0.87,0.0,1.0,0.95,0.97,1.01,0.98,1.07,1.21
PAN.JO,Pan African Resource plc,Basic Materials,Precious Metals and Mining,%5EJ300.JO,STXRES.JO,False,663.0,663.0,-1.0,-1.0,-0.15,0.03,1.03,1.1,1.2,1.32,1.01,1.06,1.54
PBG.JO,PBT Group Limited,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,565.0,565.0,-1.0,-1.0,-1.32,0.0,1.0,0.86,0.81,0.79,0.89,0.89,0.99
PIK.JO,Pick n Pay Stores Ltd,Consumer Staples,"Personal Care, Drug and Grocery Stores",%5EJ300.JO,STXFIN.JO,False,2257.0,2257.0,-1.0,-1.0,-0.56,-0.04,0.96,0.93,1.0,0.75,0.96,1.1,0.95
PMR.JO,Premier Group Limited,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,7500.0,7500.0,-1.0,-1.0,0.95,0.02,1.02,1.0,1.1,1.04,1.03,1.22,1.25
PMV.JO,Primeserv Group Ltd,Industrials,General Industrials,%5EJ300.JO,STXFIN.JO,False,205.0,205.0,-1.0,-1.0,0.11,0.13,1.13,1.21,1.45,1.33,1.25,1.61,1.54
PPC.JO,PPC Limited,Industrials,Construction Materials,%5EJ300.JO,STXFIN.JO,False,388.0,388.0,-1.0,-1.0,0.28,0.05,1.05,1.05,1.03,1.0,1.08,1.13,1.2
PPE.JO,Purple Group Ltd,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,77.0,77.0,-1.0,-1.0,-0.28,-0.01,0.99,0.99,0.91,1.27,1.03,1.0,1.48
PPH.JO,Pepkor Holdings Ltd,Consumer Discrescretionary,Retailers,%5EJ300.JO,STXFIN.JO,False,1975.0,1975.0,-1.0,-1.0,-0.65,0.01,1.01,0.97,0.94,0.92,1.01,1.04,1.12
PRX.JO,Prosus N.V.,Technology,Software and Computer Services,%5EJ300.JO,STXFIN.JO,False,66993.0,66993.0,-1.0,-1.0,1.98,-0.01,0.99,0.95,0.83,0.99,0.98,0.91,1.19
QFH.JO,Quantum Foods Hldgs Ltd,Consumer Staples,Food Producers,%5EJ300.JO,STXFIN.JO,False,927.0,927.0,-1.0,-1.0,-0.59,-0.15,0.85,0.74,0.58,1.8,0.76,0.64,2.02
QLT.JO,Quilter plc,Financials,Investment Banking and Brokerage Services,%5EJ300.JO,STXFIN.JO,False,3355.0,3355.0,-1.0,-1.0,1.55,0.06,1.06,1.14,1.2,1.27,1.18,1.32,1.48
